Date,Total production [Wh],Total consumption [Wh],Own consumption [Wh] (consumption of own energy),Cost From Grid [c-kWh],Feed In Tarrif [c-kWh]
06-Apr-20,6857.89,41056.5,5652.89,30.074,0
07-Apr-20,11554.47,33746.47,9088.47,30.074,0
08-Apr-20,7564.25,29649.25,5473.25,30.074,0
09-Apr-20,5458.7,25862.7,3604.7,30.074,0
10-Apr-20,0,19674,0,30.074,0
11-Apr-20,3779.98,37125.98,3016.98,30.074,0
12-Apr-20,0,5405,0,30.074,0
13-Apr-20,0,0,0,30.074,0
14-Apr-20,0,0,0,30.074,0
15-Apr-20,0,0,0,30.074,0
16-Apr-20,13005.8,15189.41,2499.8,30.074,0
17-Apr-20,15994.05,22118.05,7187.05,30.074,0
18-Apr-20,8457.32,20056.32,3149.32,30.074,0
19-Apr-20,21610.99,18255.99,5940.99,30.074,0
20-Apr-20,15298.71,17094.71,4577.71,30.074,0
21-Apr-20,17047.38,25907.38,9397.38,37.257,0
22-Apr-20,16894.35,18802.35,4984.35,37.257,0
23-Apr-20,15464.38,20914.38,5305.38,37.257,0
24-Apr-20,23748.42,14572.42,4685.42,34.617,12
25-Apr-20,20058.12,15970.12,4770.12,19.162,12
26-Apr-20,9770.57,9148.57,4787.57,19.162,12
27-Apr-20,25390.6,39835.6,11027.6,34.617,12
28-Apr-20,17386.03,30426.03,8514.03,34.617,12
29-Apr-20,4624.66,27629.66,3339.66,34.617,12
30-Apr-20,10549.86,31635.86,7480.86,34.617,12
01-May-20,6027.98,25192.98,4614.98,34.617,12
02-May-20,10371.16,31619.16,8176.16,19.162,12
03-May-20,13259.67,26115.67,7782.67,19.162,12
04-May-20,4786.11,26680.11,3433.11,34.617,12
05-May-20,22396.96,25896.96,6901.96,34.617,12
06-May-20,15980.13,21035.13,4534.13,34.617,12
07-May-20,12693.12,20773.12,4358.12,34.617,12
08-May-20,18097.89,13320.89,3710.89,34.617,12
09-May-20,5695.5,31873.5,4206.5,19.162,12
10-May-20,14548.16,23255.16,8905.16,19.162,12
11-May-20,11028.02,29213.02,6861.02,34.617,12
12-May-20,11830.42,34997.42,9143.42,34.617,12
13-May-20,8636.68,24517.68,5449.68,34.617,12
14-May-20,15986.62,31174.62,9535.62,34.617,12
15-May-20,19670.66,28998.66,7074.66,34.617,12
16-May-20,19850.87,22978.87,4954.87,19.162,12
17-May-20,19397.03,26830.03,6625.03,19.162,12
18-May-20,18794.27,27482.27,7343.27,34.617,12
19-May-20,6081.3,24890.3,4569.3,34.617,12
20-May-20,10865.32,26177.32,6579.32,34.617,12
21-May-20,13941.34,22694.34,6721.34,34.617,12
22-May-20,8204.18,29097.18,5888.18,34.617,12
23-May-20,5205.68,19379.68,3019.68,19.162,12
24-May-20,7017.23,34021.23,5333.23,19.162,12
25-May-20,18846.31,21048.31,4921.31,34.617,12
26-May-20,18373.74,19580.74,5583.74,34.617,12
27-May-20,9719.45,29144.45,6455.45,34.617,12
28-May-20,12146.84,24444.84,4765.84,34.617,12
29-May-20,13840.65,17875.65,3396.65,34.617,12
30-May-20,16372.54,22278.54,7831.54,19.162,12
31-May-20,12829.23,22543.23,6258.23,19.162,12
01-Jun-20,3493,20107,1670,34.617,12
02-Jun-20,5038.31,24691.31,4019.31,34.617,12
03-Jun-20,12550.72,29780.72,8679.72,34.617,12
04-Jun-20,17157.3,27524.3,6660.3,34.617,12
05-Jun-20,16755.86,23036.86,6405.86,34.617,12
06-Jun-20,7214.94,27440.94,5464.94,19.162,12
07-Jun-20,8295.18,29131.18,5351.18,19.162,12
08-Jun-20,15158.66,40493.66,10307.66,34.617,12
09-Jun-20,16628.74,25369.74,6303.74,34.617,12
10-Jun-20,15182.43,36448.43,10290.43,34.617,12
11-Jun-20,15844.98,37150.98,11847.98,34.617,12
12-Jun-20,16806.32,26525.32,6435.32,34.617,12
13-Jun-20,3533.94,27229.94,2974.94,19.162,12
14-Jun-20,12536.73,24227.73,7355.73,19.162,12
15-Jun-20,11039.79,26312.79,7937.79,34.617,12
16-Jun-20,8689.59,26824.59,4387.59,34.617,12
17-Jun-20,15524.56,26801.56,7323.56,34.617,12
18-Jun-20,16224.23,37773.23,10796.23,34.617,12
19-Jun-20,14723.18,23762.18,5241.18,34.617,12
20-Jun-20,14325.62,25700.62,4721.62,19.162,12
21-Jun-20,6003.15,30816.15,4594.15,19.162,12
22-Jun-20,6308.73,24666.73,3925.73,34.617,12
23-Jun-20,6447.22,19967.22,4908.22,34.617,12
24-Jun-20,10000.42,27100.42,7187.42,34.617,12
25-Jun-20,7481.49,21398.49,4243.49,34.617,12
26-Jun-20,11697.29,33710.29,8735.29,34.617,12
27-Jun-20,8688.73,32535.73,6379.73,19.162,12
28-Jun-20,16530.04,36948.04,11371.04,19.162,12
29-Jun-20,16719.52,30139.52,7416.52,34.617,12
30-Jun-20,11691.86,29422.86,6952.86,34.617,12
01-Jul-20,16219.99,23434.99,6694.99,34.617,12
02-Jul-20,9120.21,28100.21,7150.21,34.617,12
03-Jul-20,4385.03,24562.03,3826.03,34.617,12
04-Jul-20,4847.48,28330.48,4182.48,19.162,12
05-Jul-20,7228.37,38091.37,5919.37,19.162,12
06-Jul-20,5787.15,21738.15,4031.15,34.617,12
07-Jul-20,4140.86,22808.86,3382.86,34.617,12
08-Jul-20,14482.71,20019.71,5169.71,34.617,12
09-Jul-20,13804.57,26306.57,7611.57,34.617,12
10-Jul-20,11900.14,22795.14,5727.14,34.617,12
11-Jul-20,2287.26,30294.26,2277.26,19.162,12
12-Jul-20,8195.52,38481.52,6814.52,19.162,12
13-Jul-20,12462.96,39321.96,9142.96,34.617,12
14-Jul-20,14824.62,32439.62,9122.62,34.617,12
15-Jul-20,16438.75,32131.75,8615.75,34.617,12
16-Jul-20,10277.42,21204.42,5122.42,34.617,12
17-Jul-20,13691.07,39243.07,11343.07,34.617,12
18-Jul-20,10969.64,36003.64,8031.64,19.162,12
19-Jul-20,8400.18,32563.18,5978.18,19.162,12
20-Jul-20,10801.9,36510.9,8467.9,34.617,12
21-Jul-20,4409.28,39284.28,4147.28,34.617,12
22-Jul-20,8119.57,34497.57,6973.57,34.617,12
23-Jul-20,5403.58,25791.58,3840.58,34.617,12
24-Jul-20,17173.15,39105.15,12177.15,34.617,12
25-Jul-20,13198.97,39163.97,11119.97,19.162,12
26-Jul-20,10394.89,37920.89,8508.89,19.162,12
27-Jul-20,4741.16,31733.16,3664.16,34.617,12
28-Jul-20,13935.38,39023.38,8312.38,34.617,12
29-Jul-20,15131.65,27867.65,6143.65,34.617,12
30-Jul-20,19706.18,24315.18,7349.18,34.617,12
31-Jul-20,19303.84,32143.84,10459.84,34.617,12
01-Aug-20,21001.11,30506.11,12694.11,19.162,10.2
02-Aug-20,19926.76,24548.76,7400.76,19.162,10.2
03-Aug-20,17065.73,36443.73,9809.73,34.617,10.2
04-Aug-20,13071.12,47750.12,10456.12,34.617,10.2
05-Aug-20,15245.31,34060.31,7099.31,34.617,10.2
06-Aug-20,12165.88,42263.88,10567.88,34.617,10.2
07-Aug-20,6508.89,46030.89,6135.89,34.617,10.2
08-Aug-20,11373.93,29375.93,7627.93,19.162,10.2
09-Aug-20,14531.04,35539.04,10445.04,19.162,10.2
10-Aug-20,22620.22,35437.22,8017.22,34.617,10.2
11-Aug-20,19400.45,42168.45,13766.45,34.617,10.2
12-Aug-20,12971.25,31133.25,7021.25,34.617,10.2
13-Aug-20,12696.12,33381.12,9620.12,34.617,10.2
14-Aug-20,10444.71,31351.71,7435.71,34.617,10.2
15-Aug-20,18398.97,27442.97,10253.97,19.162,10.2
16-Aug-20,7246.91,27135.91,5226.91,19.162,10.2
17-Aug-20,16609.02,42289.02,12437.02,34.617,10.2
18-Aug-20,19340.03,29437.03,10322.03,34.617,10.2
19-Aug-20,9011.05,26994.05,5223.05,34.617,10.2
20-Aug-20,10428.64,41246.64,8423.64,34.617,10.2
21-Aug-20,15696.96,43066.96,11247.96,34.617,10.2
22-Aug-20,5559.73,31560.73,4629.73,19.162,10.2
23-Aug-20,13732.26,30433.26,11447.26,19.162,10.2
24-Aug-20,17225.99,38090.99,10751.99,34.617,10.2
25-Aug-20,14494.88,42677.88,11640.88,34.617,10.2
26-Aug-20,22064.09,25569.09,9079.09,34.617,10.2
27-Aug-20,21944.45,26624.45,10213.45,34.617,10.2
28-Aug-20,0,0,0,34.617,10.2
29-Aug-20,0,0,0,19.162,10.2
30-Aug-20,12931.78,26717.82,6857.78,19.162,10.2
31-Aug-20,21696.67,33479.67,11483.67,34.617,10.2
01-Sep-20,27873.16,32276.16,10903.16,34.617,10.2
02-Sep-20,21974.85,25307.85,11372.85,34.617,10.2
03-Sep-20,19597.19,20562.19,5032.19,34.617,10.2
04-Sep-20,22902.02,26776.02,10681.02,34.617,10.2
05-Sep-20,22397.8,23501.8,7520.8,19.162,10.2
06-Sep-20,26722.11,20718.11,8076.11,19.162,10.2
07-Sep-20,30794.71,19422.71,8707.71,34.617,10.2
08-Sep-20,5004.74,19194.74,3741.74,34.617,10.2
09-Sep-20,29036.7,24775.7,8824.7,34.617,10.2
10-Sep-20,30947.51,29190.51,12582.51,34.617,10.2
11-Sep-20,22283.28,21116.28,6715.28,34.617,10.2
12-Sep-20,5327.92,20999.92,4227.92,19.162,10.2
13-Sep-20,26437.94,26719.94,10872.94,19.162,10.2
14-Sep-20,29295.67,21374.67,7650.67,34.617,10.2
15-Sep-20,33021.08,16112.08,6763.08,34.617,10.2
16-Sep-20,26072.35,20072.35,5238.35,34.617,10.2
17-Sep-20,14507.08,18745.08,6299.08,34.617,10.2
18-Sep-20,18893.56,13387.56,5144.56,34.617,10.2
19-Sep-20,22718.38,15923.38,6927.38,19.162,10.2
20-Sep-20,25712.57,15056.57,7981.57,19.162,10.2
21-Sep-20,16879.41,14890.41,6713.41,34.617,10.2
22-Sep-20,20051.82,19530.82,8380.82,34.617,10.2
23-Sep-20,21303.59,23301.59,9651.59,34.617,10.2
24-Sep-20,19793.95,24560.95,11831.95,34.617,10.2
25-Sep-20,13650.16,29194.16,8878.16,34.617,10.2
26-Sep-20,23152.35,37788.35,14865.35,19.162,10.2
27-Sep-20,26643.88,30120.88,14539.88,19.162,10.2
28-Sep-20,35781.54,19458.54,7964.54,34.617,10.2
29-Sep-20,28499.01,23042.01,9889.01,34.617,10.2
30-Sep-20,16617.38,14060.38,4496.38,34.617,10.2
01-Oct-20,33796.49,16171.49,6485.49,34.617,10.2
02-Oct-20,36596.22,14956.22,7404.22,34.617,10.2
03-Oct-20,30632.86,12735.86,6596.86,19.162,10.2
04-Oct-20,11399.28,12992.28,6336.28,19.162,10.2
05-Oct-20,9341.96,13893.96,4719.96,34.617,10.2
06-Oct-20,7488.64,25328.64,6225.64,34.617,10.2
07-Oct-20,13482.47,26583.47,8728.47,34.617,10.2
08-Oct-20,13763.68,17559.68,5854.68,34.617,10.2
09-Oct-20,19706.85,21987.85,9081.85,34.617,10.2
10-Oct-20,23325.84,19070.84,8345.84,19.162,10.2
11-Oct-20,29886.73,18297.73,7806.73,19.162,10.2
12-Oct-20,32613.95,13958.95,5826.95,34.617,10.2
13-Oct-20,18556.1,10994.1,5283.1,34.617,10.2
14-Oct-20,34979.65,15627.65,9193.65,34.617,10.2
15-Oct-20,6367.1,10510.1,4163.1,34.617,10.2
16-Oct-20,24770.3,13257.3,6369.3,34.617,10.2
17-Oct-20,18131.37,16121.37,8211.37,19.162,10.2
18-Oct-20,24442.43,24823.43,13452.43,19.162,10.2
19-Oct-20,19810.83,19113.83,9500.83,34.617,10.2
20-Oct-20,28964.5,24089.5,12483.5,34.617,10.2
21-Oct-20,25088.89,13634.89,7178.89,34.617,10.2
22-Oct-20,35793.18,18759.18,9371.18,34.617,10.2
23-Oct-20,16965.76,14663.76,7647.76,34.617,10.2
24-Oct-20,17199.63,23406.63,6945.63,19.162,10.2
25-Oct-20,27058.33,26436.33,12127.33,19.162,10.2
26-Oct-20,41562.13,17921.13,10013.13,34.617,10.2
27-Oct-20,30393.74,22122.74,12496.74,34.617,10.2
28-Oct-20,30758.48,12893.48,7536.48,34.617,10.2
29-Oct-20,26895.06,12685.06,7135.06,34.617,10.2
30-Oct-20,26868,11746,6066,34.617,10.2
31-Oct-20,12589.89,16428.89,7343.89,19.162,10.2
01-Nov-20,40690.63,15738.63,10983.63,19.162,10.2
02-Nov-20,41055.28,10361.28,6965.28,34.617,10.2
03-Nov-20,37391.85,12008.85,6900.85,34.617,10.2
04-Nov-20,5502.28,9798.28,3576.28,34.617,10.2
05-Nov-20,23633.92,19062.92,11031.92,34.617,10.2
06-Nov-20,18434.09,17797.09,6875.09,34.617,10.2
07-Nov-20,30488.09,24027.09,12836.09,19.162,10.2
08-Nov-20,42412.06,16075.06,6751.06,19.162,10.2
09-Nov-20,41786.01,10049.01,5224.01,34.617,10.2
10-Nov-20,41717.82,14108.82,8435.82,34.617,10.2
11-Nov-20,12002.65,11444.65,4066.65,34.617,10.2
12-Nov-20,30529.41,10580.41,4981.41,34.617,10.2
13-Nov-20,29287.11,12341.11,7046.11,34.617,10.2
14-Nov-20,30399.23,13389.23,7032.23,19.162,10.2
15-Nov-20,21814.94,12302.94,6564.94,19.162,10.2
16-Nov-20,38675.87,13747.87,8325.87,34.617,10.2
17-Nov-20,36082.91,9722.91,5789.91,34.617,10.2
18-Nov-20,41237.1,11111.1,5925.1,34.617,10.2
19-Nov-20,39792.28,12050.28,7064.28,34.617,10.2
20-Nov-20,38126.96,12913.96,7043.96,34.617,10.2
21-Nov-20,26495.3,11980.3,7592.3,19.162,10.2
22-Nov-20,17756.24,9633.24,3677.24,19.162,10.2
23-Nov-20,13359.13,12580.13,4942.13,34.617,10.2
24-Nov-20,22459.36,10211.36,4945.36,34.617,10.2
25-Nov-20,40850.9,9340.9,5135.9,34.617,10.2
26-Nov-20,36797.1,11217.1,6952.1,34.617,10.2
27-Nov-20,34413.16,14013.16,8016.16,34.617,10.2
28-Nov-20,15261.89,14171.89,7306.89,19.162,10.2
29-Nov-20,24916.9,11065.9,5766.9,19.162,10.2
30-Nov-20,41711.29,13290.29,8537.29,34.617,10.2
01-Dec-20,12710.46,12777.46,7164.46,34.617,10.2
02-Dec-20,37413.87,10866.87,7341.87,34.617,10.2
03-Dec-20,43897.32,12988.32,8107.32,34.617,10.2
04-Dec-20,43624.47,12119.47,8027.47,34.617,10.2
05-Dec-20,13246.18,11532.18,5228.18,19.162,10.2
06-Dec-20,25632.67,15704.67,8993.67,19.162,10.2
07-Dec-20,26989.79,14040.79,7137.79,34.617,10.2
08-Dec-20,21597.13,16268.13,9295.13,34.617,10.2
09-Dec-20,44397.21,10965.21,7641.21,34.617,10.2
10-Dec-20,43370.72,12884.72,9697.72,34.617,10.2
11-Dec-20,45095.63,12627.63,8103.63,34.617,10.2
12-Dec-20,43056.97,9777.97,7685.97,19.162,10.2
13-Dec-20,40343.33,7115.33,3910.33,19.162,10.2
14-Dec-20,43705.68,22037.68,14395.68,34.617,10.2
15-Dec-20,33244.63,15157.63,10280.63,34.617,10.2
16-Dec-20,37035.57,12553.57,8055.57,34.617,10.2
17-Dec-20,30973.29,12358.29,8391.29,34.617,10.2
18-Dec-20,34235.18,13704.18,9509.18,34.617,10.2
19-Dec-20,34548.75,14127.75,8824.75,19.162,10.2
20-Dec-20,38902.09,11960.09,7456.09,19.162,10.2
21-Dec-20,17791.35,13793.35,7540.35,34.617,10.2
22-Dec-20,14736.44,14402.44,6053.44,34.617,10.2
23-Dec-20,29127.33,11772.33,6385.33,34.617,10.2
24-Dec-20,32706.2,15817.2,9511.2,34.617,10.2
25-Dec-20,36427.45,15778.45,10770.45,34.617,10.2
26-Dec-20,43044.87,13947.87,8549.87,19.162,10.2
27-Dec-20,11896.81,17953.81,6969.81,19.162,10.2
28-Dec-20,35146.94,16948.94,11629.94,34.617,10.2
29-Dec-20,41742.99,13514.99,8270.99,34.617,10.2
30-Dec-20,40704.22,16863.22,10954.22,34.617,10.2
31-Dec-20,18539.62,10197.62,4648.62,34.617,10.2
01-Jan-21,38539.94,15568.94,9160.94,34.617,10.2
02-Jan-21,22940.47,15655.47,6881.47,19.162,10.2
03-Jan-21,29358.51,16895.51,9270.51,19.162,10.2
04-Jan-21,17891.83,13092.83,6063.83,34.617,10.2
05-Jan-21,14585.98,14072.98,6119.98,34.617,10.2
06-Jan-21,16393.76,13770.76,7251.76,34.617,10.2
07-Jan-21,37170.06,14534.06,8359.06,34.617,10.2
08-Jan-21,43422.15,11795.15,7197.15,34.617,10.2
09-Jan-21,43294.92,12447.92,7877.92,19.162,10.2
10-Jan-21,41792.41,14674.41,7685.41,19.162,10.2
11-Jan-21,32998.89,38201.89,20300.89,34.617,10.2
12-Jan-21,37107.59,12967.59,7766.59,34.617,10.2
13-Jan-21,29393.63,13215.63,7812.63,34.617,10.2
14-Jan-21,29296.81,18133.81,11322.81,34.617,10.2
15-Jan-21,25385.56,13412.56,9122.56,34.617,10.2
16-Jan-21,20689.88,13186.88,6770.88,19.162,10.2
17-Jan-21,37105.81,16681.81,12473.81,19.162,10.2
18-Jan-21,32231.67,14699.67,8472.67,34.617,10.2
19-Jan-21,38828.14,14050.14,9114.14,34.617,10.2
20-Jan-21,43236.93,13430.93,7188.93,34.617,10.2
21-Jan-21,39316.85,14292.85,9231.85,34.617,10.2
22-Jan-21,42587.08,15627.08,10760.08,34.617,10.2
23-Jan-21,42330.81,13625.81,9688.81,19.162,10.2
24-Jan-21,34223.15,28617.15,18866.15,19.162,10.2
25-Jan-21,22840.79,18027.79,10780.79,34.617,10.2
26-Jan-21,11586.41,9535.41,3824.41,34.617,10.2
27-Jan-21,43616.16,10735.16,6876.16,34.617,10.2
28-Jan-21,17933.29,12377.29,6736.29,34.617,10.2
29-Jan-21,6553.75,11962.75,3774.75,34.617,10.2
30-Jan-21,31526.34,10664.34,6392.34,19.162,10.2
31-Jan-21,41402.78,15428.78,11429.78,19.162,10.2
01-Feb-21,20647.18,9543.18,5942.18,33.033,10.2
02-Feb-21,25525.47,9233.47,5459.47,33.033,10.2
03-Feb-21,38933.76,8760.76,5444.76,33.033,10.2
04-Feb-21,26162.7,10120.7,5216.7,33.033,10.2
05-Feb-21,21753.87,9577.87,3987.87,33.033,10.2
06-Feb-21,25218.19,10262.19,4608.19,17.765,10.2
07-Feb-21,27929.24,10085.24,6272.24,17.765,10.2
08-Feb-21,21487.71,14317.71,6500.71,33.033,10.2
09-Feb-21,41065.64,10047.64,6364.64,33.033,10.2
10-Feb-21,37650.36,9698.36,6139.36,33.033,10.2
11-Feb-21,22663.85,11743.85,5769.85,33.033,10.2
12-Feb-21,24857.77,7903.77,3719.77,33.033,10.2
13-Feb-21,23056.59,10683.59,6730.59,17.765,10.2
14-Feb-21,31261.76,11199.76,7108.76,17.765,10.2
15-Feb-21,36989.28,10330.28,6431.28,33.033,10.2
16-Feb-21,31029.73,14217.73,8140.73,33.033,10.2
17-Feb-21,38584.1,19710.1,10595.1,33.033,10.2
18-Feb-21,38693.54,23554.54,13871.54,33.033,10.2
19-Feb-21,37157,17117,9161,33.033,10.2
20-Feb-21,20266.67,12471.67,5561.67,17.765,10.2
21-Feb-21,14316.42,15739.42,6845.42,17.765,10.2
22-Feb-21,25127.65,11280.65,5504.65,33.033,10.2
23-Feb-21,19993.77,11208.77,4938.77,33.033,10.2
24-Feb-21,37536.04,11517.04,6096.04,33.033,10.2
25-Feb-21,29649.67,12131.67,5360.67,33.033,10.2
26-Feb-21,28616.37,10790.37,5026.37,33.033,10.2
27-Feb-21,20387.63,8920.63,4962.63,17.765,10.2
28-Feb-21,34396.89,12971.89,7020.89,17.765,10.2
01-Mar-21,20411.53,12481.53,5881.53,33.033,10.2
02-Mar-21,20946.82,13255.82,6070.82,33.033,10.2
03-Mar-21,21001.09,10540.09,4863.09,33.033,10.2
04-Mar-21,17191.01,9204.01,4409.01,33.033,10.2
05-Mar-21,16909.29,11291.29,3119.29,33.033,10.2
06-Mar-21,37568.96,13486.96,6437.96,17.765,10.2
07-Mar-21,28042.85,9705.85,6152.85,17.765,10.2
08-Mar-21,10676.82,13086.82,3818.82,33.033,10.2
09-Mar-21,20484.38,7774.38,3954.38,33.033,10.2
10-Mar-21,36769.24,10046.24,6651.24,33.033,10.2
11-Mar-21,20131.04,9011.04,4957.04,33.033,10.2
12-Mar-21,26793.16,11200.16,5650.16,33.033,10.2
13-Mar-21,6318.14,9755.14,3308.14,17.765,10.2
14-Mar-21,26774.49,13101.49,7046.49,17.765,10.2
15-Mar-21,25043.93,8312.93,4491.93,33.033,10.2
16-Mar-21,33200.94,8741.94,4288.94,33.033,10.2
17-Mar-21,29226.96,8137.96,4073.96,33.033,10.2
18-Mar-21,27519.11,8341.11,5537.11,33.033,10.2
19-Mar-21,28565.05,5124.05,2829.05,33.033,10.2
20-Mar-21,19455.8,4973.8,2597.8,17.765,10.2
21-Mar-21,7260.69,4833.69,2053.69,17.765,10.2
22-Mar-21,10452.06,10191.06,4198.06,33.033,10.2
23-Mar-21,14187.25,8416.25,3540.25,33.033,10.2
24-Mar-21,11935.87,10378.87,3880.87,33.033,10.2
25-Mar-21,14994.27,8916.27,4361.27,33.033,10.2
26-Mar-21,19548.79,16790.79,8403.79,33.033,10.2
27-Mar-21,19760.92,9786.92,3273.92,17.765,10.2
28-Mar-21,24190.51,9585.51,3387.51,17.765,10.2
29-Mar-21,26333.08,9796.08,4124.08,33.033,10.2
30-Mar-21,30443.95,6971.95,3151.95,33.033,10.2
31-Mar-21,29901.16,12003.16,7065.16,33.033,10.2
01-Apr-21,28081.55,9503.55,3514.55,33.033,10.2
02-Apr-21,27378.88,11865.88,4826.88,33.033,10.2
03-Apr-21,27834.52,14825.52,8874.52,17.765,10.2
04-Apr-21,27397.86,11394.86,4108.86,17.765,10.2
05-Apr-21,27191.6,10854.6,6327.6,33.033,10.2
06-Apr-21,14101.23,9150.23,2648.23,33.033,10.2
07-Apr-21,21343.42,11263.42,5038.42,33.033,10.2
08-Apr-21,24846.99,12741.99,3694.99,33.033,10.2
09-Apr-21,16520.91,12495.91,3211.91,33.033,10.2
10-Apr-21,13463.83,6583.83,2044.83,17.765,10.2
11-Apr-21,12517.67,4007.67,1757.67,17.765,10.2
12-Apr-21,13082.99,3960.99,1906.99,33.033,10.2
13-Apr-21,16134.94,4066.94,1916.94,33.033,10.2
14-Apr-21,16204.95,4251.95,2026.95,33.033,10.2
15-Apr-21,13768.26,4308.26,2058.26,33.033,10.2
16-Apr-21,10091.63,3994.63,1762.63,33.033,10.2
17-Apr-21,11975.57,3996.57,1840.57,17.765,10.2
18-Apr-21,12064.36,4125.36,1781.36,17.765,10.2
19-Apr-21,11377.46,7623.46,1795.46,33.033,10.2
20-Apr-21,5351.72,14428.72,2957.72,33.033,10.2
21-Apr-21,15623.01,30939.01,9876.01,33.033,10.2
22-Apr-21,9130.54,13534.54,3972.54,33.033,10.2
23-Apr-21,10951.5,12596.5,2001.5,33.033,10.2
24-Apr-21,10056.74,19100.74,4167.74,17.765,10.2
25-Apr-21,12725.79,21118.79,6665.79,17.765,10.2
26-Apr-21,11628,15881,4368,33.033,10.2
27-Apr-21,9328.57,16972.57,5552.57,33.033,10.2
28-Apr-21,21038.68,19888.68,6375.68,33.033,10.2
29-Apr-21,20895.59,23753.59,5082.59,33.033,10.2
30-Apr-21,20839.4,9290.4,2872.4,33.033,10.2
01-May-21,18073.87,11951.87,4082.87,17.765,10.2
02-May-21,15113.66,16566.66,5790.66,17.765,10.2
03-May-21,7912.5,9695.5,1851.5,33.033,10.2
04-May-21,6791.64,18265.64,4333.64,33.033,10.2
05-May-21,17994.72,15532.72,6323.72,33.033,10.2
06-May-21,19348.15,16852.15,5032.15,33.033,10.2
07-May-21,11258.35,13095.35,3564.35,33.033,10.2
08-May-21,12560.72,17220.72,3688.72,17.765,10.2
09-May-21,13422.71,18516.71,3985.71,17.765,10.2
10-May-21,3817.67,18626.67,3697.67,33.033,10.2
11-May-21,9663.6,20787.6,5635.6,33.033,10.2
12-May-21,18951.93,16061.93,4688.93,33.033,10.2
13-May-21,9201.48,17731.48,4959.48,33.033,10.2
14-May-21,13223.14,32542.14,9401.14,33.033,10.2
15-May-21,14497.62,18532.62,4853.62,17.765,10.2
16-May-21,6185.72,25097.72,4254.72,17.765,10.2
17-May-21,11479.91,21359.91,6609.91,33.033,10.2
18-May-21,9106.17,25456.17,5243.17,33.033,10.2
19-May-21,15822.34,20046.34,3906.34,33.033,10.2
